product_id,title,garment,photo,view,annotators,art_w_cm,art_h_cm,implied_garment_cm,implied_band_cm,garment_range_cm,delta_G_pct,delta_range_pct,band_decisive,alpha_excess_pct,pose_regime,offset_abs_band_cm,offset_visible_pct_torso,offset_chord_cm,offset_torso_cm,rotation_deg,collar_to_art_top_cm,inter_annotator_max_pct,confidence,scale_verdict,position_verdict,notes
352721197,Fé Wildstyle | Camiseta Premium,Camiseta Premium,352721197-branca-v4.jpg,back,gD,33.8,40,75.61,69.75-81.23,70.5-85,-0.1,-6.8 a 12.4,nao,0,frontal,0-8.35,1.3,-1.82,0.49,2.8,4.69,0.00,40,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -1.34 a 0.87 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 8.35 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 1.3% da largura do tronco) | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: back_view | ressalva: bbox_bottom_set_by_single_drip | barra com baixo contraste ou fora de quadro | arte sem aresta desenhada"
352721477,Espírito Santo Spray | Camiseta Premium,Camiseta Premium,352721477-branca.jpg,back,gD,35.2,35.1,82.14,75.53-88.74,70.5-85,-8.1,-14.2 a 3.5,nao,0,frontal,0-6.2,-0.1,0.21,-0.03,1.9,6.82,0.00,35,FORA-DO-ALVO,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -0.49 a 0.42 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 6.2 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: -0.1% da largura do tronco) | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: back_view | laterais do tronco nao visiveis | ressalva: bbox_top_set_by_thin_rays | ressalva: bbox_bottom_set_by_single_drip | arte sem aresta desenhada"
352721633,NIMBUS Wildstyle | Camiseta Oversized Premium,Camiseta Oversized Premium,352721633-off-white.jpg,back,gD,35.1,37.5,91.37,81.01-100.68,78-86,-10.3,-14.6 a -5.9,nao,-3.5,guinada_moderada,0-13.27,-4.8,-5.39,-1.78,5.1,7.38,0.00,5,FORA-DO-ALVO,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -3.08 a 1.53 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 13.27 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: -4.8% da largura do tronco) | comprimento implicito 91.4 cm cai fora da faixa 78-86 cm, MAS a incerteza declarada pelo anotador (faixa 81.01-100.68 cm) alcanca a faixa real — sem anotacao melhor nao da para reprovar por impossibilidade. O veredito abaixo e o do eixo de catalogo | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: back_view | ressalva: strong_body_rotation | gola com leitura indireta | barra com baixo contraste ou fora de quadro | arte sem aresta desenhada | pose com alpha -16.2%"
352725749,Querubim Spray | Camiseta Oversized Premium,Camiseta Oversized Premium,352725749-off-white.jpg,back,gE,25.5,40,92.46,81.99-102.6,78-86,-11.3,-15.6 a -7,nao,-2.9,guinada_moderada,0-16.51,6.7,7.24,2.38,-0.3,8.95,0.00,20,FORA-DO-ALVO,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -1.86 a 1.2 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 16.51 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 6.7% da largura do tronco) | comprimento implicito 92.5 cm cai fora da faixa 78-86 cm, MAS a incerteza declarada pelo anotador (faixa 81.99-102.6 cm) alcanca a faixa real — sem anotacao melhor nao da para reprovar por impossibilidade. O veredito abaixo e o do eixo de catalogo | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: torso_rotated | ressalva: art_bbox_inclui_tag_NIMBUS_e_pingos | arte sem aresta desenhada | gola oculta pelo cabelo | pose com alpha -9.7%"
352725749,Querubim Spray | Camiseta Oversized Premium,Camiseta Oversized Premium,352725749-preta.jpg,back,z749,25.5,40,94.1,85.39-102.27,78-86,-12.9,-17.1 a -8.6,sim,-3.9,guinada_moderada,0-13.67,8.4,6.77,2.85,-0.7,8.73,0.00,45,FORA-DO-ALVO,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -1.99 a 1.18 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 13.67 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 8.4% da largura do tronco) | largura plana implicita 39.0-61.3 cm nao encosta na faixa real 62-70 cm | comprimento implicito 94.1 cm cai fora da faixa 78-86 cm, MAS a incerteza declarada pelo anotador (faixa 85.39-102.27 cm) alcanca a faixa real — sem anotacao melhor nao da para reprovar por impossibilidade. O veredito abaixo e o do eixo de catalogo | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | arte sem aresta desenhada | ressalva: tronco_rotacionado | pose com alpha -10.7% | eixos de largura e comprimento discordam"
352725852,Querubim Spray | Camiseta Premium,Camiseta Premium,352725852-branca.jpg,back,gE,25.5,40,78.19,70.91-84.08,70.5-85,-3.4,-9.8 a 8.7,nao,0,frontal,0-6.92,1.9,0.81,0.7,0.5,6.42,0.00,75,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -3.63 a 1.56 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 6.92 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 1.9% da largura do tronco) | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: art_bbox_inclui_tag_NIMBUS_e_pingos | arte sem aresta desenhada"
352726673,São Miguel Vitorioso | Moletom Canguru,Moletom Canguru,352726673-branca.jpg,back,gE,28.5,39.4,60.85,50.14-71.98,60-70,6.8,-1.4 a 15,nao,-7.2,guinada_forte,0-20.51,-16.1,-5.02,-7.99,1.7,2.71,0.00,30,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -2.9 a 2.74 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 20.51 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: -16.1% da largura do tronco) | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | gola oculta pelo capuz | laterais do tronco nao visiveis | arte sem aresta desenhada | pose 3/4 forte, alpha -19.1%"
352726673,São Miguel Vitorioso | Moletom Canguru,Moletom Canguru,352726673-preta.jpg,back,A+B,28.5,39.4,66,54.82-75.2,60-70,-1.5,-9.1 a 6.1,nao,-6.2,guinada_forte,0-10.48,-4,-0.84,-1.37,-0.6,7.14,2.59,20,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -6.65 a 2.64 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 10.48 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: -4% da largura do tronco) | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | arte sem aresta desenhada | gola oculta pelo capuz | barra com baixo contraste ou fora de quadro | pose 3/4 forte, alpha -18.1%"
352727545,São Miguel Vitorioso | Camiseta Oversized Premium,Camiseta Oversized Premium,352727545-off-white.jpg,back,gE,29.1,39.5,85.73,76.42-94.78,78-86,-4.3,-9 a 0.3,nao,-8.2,guinada_forte,0-14.82,-10,-7.31,-3.58,1.9,8.5,0.00,30,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -3.43 a 2.66 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 14.82 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: -10% da largura do tronco) | largura plana implicita 37.3-58.6 cm nao encosta na faixa real 62-70 cm | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | barra com baixo contraste ou fora de quadro | arte sem aresta desenhada | pose 3/4 forte, alpha -17.0% | eixos de largura e comprimento discordam"
352727892,Aparecida Spray | Blusão Moletom,Blusão Moletom,352727892-preta.jpg,back,gE,23.8,40,67.92,51.95-84.05,sem tabela,,,,-0.12004801920770802,frontal,,,,,,,0.00,15,INDISPONIVEL,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -0.48 a 0.49 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | posicao sem regua: ""Blusão Moletom"" nao tem tabela de medidas, e a conversao de pixel para centimetro depende do comprimento da peca | ""Blusão Moletom"" nao tem tabela de medidas publicada (AGUARDA CONFIRMAÇÃO DA YOUDRAW) — escala sem regua | ressalva: tinta_escura_sobre_tecido_preto | gola oculta pelo capuz | ressalva: peca_preta_subexposta | arte sem aresta desenhada | barra com baixo contraste ou fora de quadro"
352728357,Anjo da Guarda Stencil | Camiseta Premium,Camiseta Premium,352728357-preta-v4.jpg,back,z357,25.5,40,73.68,68.41-79.02,70.5-85,2.5,-4.3 a 15.4,nao,-21.8,guinada_forte,0-18.94,12.4,10.51,3.58,1.5,7.43,0.00,15,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -0.22 a 0.28 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 18.94 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 12.4% da largura do tronco) | largura plana implicita 28.2-44.2 cm nao encosta na faixa real 49.5-63 cm | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | arte sem aresta desenhada | ressalva: torso_rotacionado | barra com baixo contraste ou fora de quadro | pose 3/4 forte, alpha -32.4% | eixos de largura e comprimento discordam"
352890896,Aparecida Barroca | Camiseta Oversized Premium,Camiseta Oversized Premium,352890896-off-white.jpg,back,gF,27.9,40,83.15,73.26-92.02,78-86,-1.4,-6.2 a 3.4,nao,0,frontal,0-11.25,2,2.31,0.72,-4.9,6.21,0.00,20,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -3.18 a 1.52 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 11.25 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 2% da largura do tronco) | largura plana implicita 36.7-57.7 cm nao encosta na faixa real 62-70 cm | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: moldura_azulejo_nao_contem_toda_a_tinta | ressalva: nimbus_fora_da_moldura | arte sem aresta desenhada | gola oculta pelo cabelo | eixos de largura e comprimento discordam"
352890896,Aparecida Barroca | Camiseta Oversized Premium,Camiseta Oversized Premium,352890896-preta-v4d.jpg,back,gF,27.9,40,82.91,71.7-93.04,78-86,-1.1,-5.9 a 3.7,nao,0,frontal,0-12.34,0.4,2.14,0.15,-4.6,6.51,0.00,5,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -3.34 a 1.54 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 12.34 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 0.4% da largura do tronco) | largura plana implicita 37.3-58.6 cm nao encosta na faixa real 62-70 cm | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: moldura_azulejo_nao_contem_toda_a_tinta | ressalva: nimbus_fora_da_moldura | ressalva: peca_preta_baixo_contraste | arte sem aresta desenhada | gola oculta pelo cabelo | eixos de largura e comprimento discordam"
352898175,São Miguel Vitorioso | Camiseta Premium,Camiseta Premium,352898175-branca.jpg,back,gF,29.5,40,71.16,64.56-77.01,70.5-85,6.1,-0.9 a 19.4,nao,0,frontal,0-7.91,6.8,1.82,2.52,-2.7,5.48,0.00,40,OK,INCONCLUSIVO,"arte sem moldura desenhada: altura medida pela caixa envolvente, nao pelos pontos medios — a margem do metodo aqui e 8 pp (a de 4 pp exige aresta real) | arte irregular com extremos de tinta declarados: vies projetivo de -4.02 a 2.58 pp incorporado a faixa (extremos afastados do centro encolhem a altura medida) | deslocamento entre 0 e 7.91 cm: a faixa cruza o limite de 3 cm, entao nao da para aprovar nem reprovar (diagnostico visual: 6.8% da largura do tronco) | limiar de OK elevado de 5% para 8% porque a margem do metodo no modo ""caixa envolvente"" e 8 pp — abaixo disso o veredito seria ruido | ressalva: stencil_spray_sem_moldura | ressalva: caixa_inclui_tag_e_pingos | arte sem aresta desenhada | gola com leitura indireta"
